Analyst,FileName,Date,RecordingLocation,plot,location,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,Rain,MicUsed,UndergradComments,SilvyComments,newdate,year,StartTime,TimeDiff,CallEnd,CallingAtStart,CallingAtEnd,path,date,meanRMS_0_2kHz,meanRMS_0_8kHz,meanRMS_2_8kHz,LunarPhase,today_average,lastnight_average,lastnight_min,dt,roundDateTime,Celsius,Humidity,Titis,Howlers,CallDurationInSec,Year
Silvy van Kuijk,PUMA_20160223_064500.wav,2/23/2016,"Puma/0, 800",Puma,"0, 800",Howler,0000-01-01 06:46:28,0:00:13,Complete,3,Dry,1,NA,NA,2/23/2016,2016,0000-01-01 06:45:00,88,0000-01-01 06:46:41,FALSE,FALSE,"D:/John_Blake_Data/Puma 2016/0, 800/23 feb",23-Feb-16,74.01549096,97.50248693,97.48298894,NA,NA,NA,NA,2/23/2016,2/23/2016,25,93,FALSE,TRUE,13,2016
Silvy van Kuijk,PUMA_20160223_070000.wav,2/23/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:05:59,NA,NA,NA,Dry,1,NA,NA,2/23/2016,2016,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/23 feb",23-Feb-16,73.21693957,97.84086638,97.82586812,NA,NA,NA,NA,2/23/2016,2/23/2016,25,93,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160223_071500.wav,2/23/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:20:45,NA,NA,NA,Dry,1,NA,NA,2/23/2016,2016,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/23 feb",23-Feb-16,75.14723322,96.13940493,96.10471268,NA,NA,NA,NA,2/23/2016,2/23/2016,25,93,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160223_073000.wav,2/23/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:34:34,NA,NA,NA,Dry,1,NA,NA,2/23/2016,2016,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/23 feb",23-Feb-16,73.23314404,97.24114172,97.22386052,NA,NA,NA,NA,2/23/2016,2/23/2016,25,93,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160223_074500.wav,2/23/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:49:28,NA,NA,NA,Dry,1,NA,NA,2/23/2016,2016,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/23 feb",23-Feb-16,75.64494084,95.68550406,95.6422825,NA,NA,NA,NA,2/23/2016,2/23/2016,25,93,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160223_080000.wav,2/23/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 08:07:34,NA,NA,NA,Dry,1,NA,NA,2/23/2016,2016,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/23 feb",23-Feb-16,84.94178831,95.23326639,94.80690819,NA,NA,NA,NA,2/23/2016,2/23/2016,25,93,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_054500.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 05:49:10,NA,NA,NA,Drizzle,1,NA,NA,2/25/2016,2016,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,85.00297743,108.6780011,108.6593328,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_060000.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 06:01:17,NA,NA,NA,Drizzle,1,NA,NA,2/25/2016,2016,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,85.26181534,107.472753,107.4465748,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_061500.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 06:19:18,NA,NA,NA,Drizzle,1,NA,NA,2/25/2016,2016,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,85.92421788,97.77685816,97.48383772,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_063000.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",Howler,0000-01-01 06:36:15,0:00:18,Complete,4,Drizzle,1,NA,NA,2/25/2016,2016,0000-01-01 06:30:00,375,0000-01-01 06:36:33,FALSE,FALSE,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,83.67662823,99.08105859,98.9541239,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,TRUE,18,2016
Silvy van Kuijk,PUMA_20160225_064500.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 06:46:29,NA,NA,NA,Drizzle,1,NA,NA,2/25/2016,2016,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,83.66865196,97.79290151,97.621581,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_070000.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:03:57,NA,NA,NA,Dry,1,NA,NA,2/25/2016,2016,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,83.81309249,98.48044141,98.3296102,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_071500.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:17:16,NA,NA,NA,Dry,1,NA,NA,2/25/2016,2016,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,84.72378903,99.22539049,99.06857527,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_073000.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:38:09,NA,NA,NA,Dry,1,NA,NA,2/25/2016,2016,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,84.46168152,96.24879678,95.95117883,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_074500.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 07:46:08,NA,NA,NA,Dry,1,NA,NA,2/25/2016,2016,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,82.61050919,97.60359643,97.46386821,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160225_080000.wav,2/25/2016,"Puma/0, 800",Puma,"0, 800",None,0000-01-01 08:07:25,NA,NA,NA,Dry,1,NA,NA,2/25/2016,2016,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/0, 800/25 feb",25-Feb-16,89.54023151,98.84019842,98.29931393,NA,NA,NA,NA,2/25/2016,2/25/2016,24,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160213_054500.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 05:48:20,NA,NA,NA,Drizzle,1,NA,NA,2/13/2016,2016,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,76.37564756,99.8075903,99.7878434,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160213_060000.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",Howler,0000-01-01 06:00:00,0:10:00,"Start, End",4,Dry,1,NA,NA,2/13/2016,2016,0000-01-01 06:00:00,0,0000-01-01 06:10:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,NA,NA,NA,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,TRUE,600,2016
Silvy van Kuijk,PUMA_20160213_060000.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",Howler,0000-01-01 06:02:06,0:07:54,Complete,2,Dry,1,NA,NA,2/13/2016,2016,0000-01-01 06:00:00,126,0000-01-01 06:10:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,85.81147195,95.66713477,95.1933519,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,TRUE,474,2016
Silvy van Kuijk,PUMA_20160213_061500.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",Howler,0000-01-01 06:15:00,0:01:53,Start,2,Dry,1,NA,Woollies at recorder,2/13/2016,2016,0000-01-01 06:15:00,0,0000-01-01 06:16:53,TRUE,FALSE,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,NA,NA,NA,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,TRUE,113,2016
Silvy van Kuijk,PUMA_20160213_063000.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:36:25,NA,NA,NA,Dry,1,NA,Woollies at recorder,2/13/2016,2016,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,90.55636583,98.84352618,98.14636683,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160213_064500.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",Howler,0000-01-01 06:45:00,0:08:18,Start,4,Dry,1,NA,NA,2/13/2016,2016,0000-01-01 06:45:00,0,0000-01-01 06:53:18,TRUE,FALSE,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,NA,NA,NA,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,TRUE,498,2016
Silvy van Kuijk,PUMA_20160213_070000.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:07:35,NA,NA,NA,Dry,1,NA,NA,2/13/2016,2016,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,80.81816158,98.45993623,98.3847098,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160213_071500.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:18:24,NA,NA,NA,Dry,1,NA,Woollies eating (?) above recorder. Fruits dropping?,2/13/2016,2016,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,85.66828772,98.7530776,98.53429626,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160213_073000.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:32:24,NA,NA,NA,Dry,1,NA,NA,2/13/2016,2016,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,79.26115099,96.74025733,96.661978,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160213_074500.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:51:44,NA,NA,NA,Dry,1,NA,NA,2/13/2016,2016,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,75.81306981,95.07763972,95.02590351,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160213_080000.wav,2/13/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 08:08:06,NA,NA,NA,Dry,1,NA,NA,2/13/2016,2016,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/13 feb",13-Feb-16,75.11445583,95.61406338,95.57519657,NA,NA,NA,NA,2/13/2016,2/13/2016,23,94,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_054500.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",Howler,0000-01-01 05:46:21,0:08:39,End,4,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 05:45:00,81,0000-01-01 05:55:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,72.37870281,98.58749492,98.57708774,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,TRUE,519,2016
Silvy van Kuijk,PUMA_20160214_060000.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",Howler,0000-01-01 06:00:00,0:10:00,"Start, End",4,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 06:00:00,0,0000-01-01 06:10:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,NA,NA,NA,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,TRUE,600,2016
Silvy van Kuijk,PUMA_20160214_061500.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:18:13,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,77.0500926,99.39845907,99.37310818,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_063000.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:37:44,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,77.91194075,101.4562316,101.4369966,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_064500.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:46:56,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,75.64915581,101.3382117,101.3264804,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_070000.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:03:47,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,73.63462425,101.9164659,101.9100122,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_071500.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:23:59,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,77.89674395,100.2262935,100.2008615,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_073000.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:35:59,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,73.76680957,96.39670571,96.37294686,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_074500.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:47:47,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,73.70822977,95.98740836,95.96164667,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160214_080000.wav,2/14/2016,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 08:07:55,NA,NA,NA,Dry,1,NA,NA,2/14/2016,2016,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/1, 200/14 feb",14-Feb-16,75.30319022,98.68689256,98.66692594,NA,NA,NA,NA,2/14/2016,2/14/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160210_054500.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 05:49:00,NA,NA,NA,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,82.20553511,96.04502548,95.86185986,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160210_060000.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:02:53,NA,NA,NA,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,82.1970449,94.96576749,94.73000524,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160210_061500.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:21:51,NA,NA,NA,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,81.63588256,94.84888535,94.63661657,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160210_063000.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:36:15,NA,NA,NA,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,80.70778448,93.30839909,93.06318788,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160210_064500.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",Howler,0000-01-01 06:45:00,0:10:00,"Start, End",4,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 06:45:00,0,0000-01-01 06:55:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,NA,NA,NA,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,TRUE,600,2016
Silvy van Kuijk,PUMA_20160210_070000.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 07:07:40,NA,NA,NA,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,79.13519942,104.0863408,104.072434,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160210_071500.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 07:21:51,NA,NA,NA,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,79.2506464,103.8322989,103.8171542,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160210_073000.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",Howler,0000-01-01 07:33:59,0:06:01,End,4,Rain,1,NA,NA,2/10/2016,2016,0000-01-01 07:30:00,239,0000-01-01 07:40:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,78.36160642,98.59479137,98.55345509,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,TRUE,361,2016
Silvy van Kuijk,PUMA_20160210_074500.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",Howler,0000-01-01 07:45:00,0:03:25,Start,4,Rain,1,NA,Continuation of call in previous file.,2/10/2016,2016,0000-01-01 07:45:00,0,0000-01-01 07:48:25,TRUE,FALSE,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,NA,NA,NA,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,TRUE,205,2016
Silvy van Kuijk,PUMA_20160210_080000.wav,2/10/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 08:01:32,NA,NA,NA,Drizzle,1,NA,NA,2/10/2016,2016,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/10 feb",10-Feb-16,78.92110682,99.27566167,99.23546642,New,25.0625,24.125,23,2/10/2016,2/10/2016,24,93.5,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_054500.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 05:52:25,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,83.36088326,106.8499618,106.8304774,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_060000.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:06:53,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,82.30435121,105.6253921,105.6051389,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_061500.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:21:40,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,87.39792331,94.99914826,94.17047864,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_063000.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:35:30,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,87.07046392,94.18384025,93.24521256,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_064500.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:50:48,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,81.71362352,101.9292775,101.8877704,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_070000.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 07:03:19,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,81.59527419,99.93124378,99.86710289,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_071500.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 07:19:52,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,80.16121449,102.2324218,102.2053913,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_073000.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 07:31:05,NA,NA,NA,Rain,1,NA,NA,2/11/2016,2016,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,79.77680347,103.192852,103.1730344,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_074500.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 07:52:06,NA,NA,NA,Drizzle,1,NA,NA,2/11/2016,2016,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,85.2017544,100.6027381,100.4756946,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160211_080000.wav,2/11/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 08:07:40,NA,NA,NA,Drizzle,1,NA,NA,2/11/2016,2016,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/11 feb",11-Feb-16,78.88636646,95.57305439,95.47893964,NA,24.47916667,24.66666667,23,2/11/2016,2/11/2016,24,92,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160212_054500.wav,2/12/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 05:46:04,NA,NA,NA,Drizzle,1,NA,NA,2/12/2016,2016,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/12 feb",12-Feb-16,79.87698572,97.19231808,97.11100416,NA,NA,NA,NA,2/12/2016,2/12/2016,23.5,93,FALSE,FALSE,NA,2016
Silvy van Kuijk,PUMA_20160212_060000.wav,2/12/2016,"Puma/-2, 0",Puma,"-2, 0",None,0000-01-01 06:02:32,NA,NA,NA,Drizzle,1,NA,NA,2/12/2016,2016,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2016/-2, 0/12 feb",12-Feb-16,81.84795197,94.55883605,94.31983191,NA,NA,NA,NA,2/12/2016,2/12/2016,23.5,93,FALSE,FALSE,NA,2016
