Analyst,FileName,Date,RecordingLocation,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,Rain,UndergradComments,SilvyComments
Silvy van Kuijk,HARPIA_20160204_074500,2/4/2016,"Harpia, 1, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160204_080000,2/4/2016,"Harpia, 1, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160130_054500,1/30/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160130_060000,1/30/2016,"Harpia, 3, 400",Howler,6:00:00,0:06:27,End,4,Dry,,"Overlapped by closer group, so end time unknown."
Silvy van Kuijk,HARPIA_20160130_060000,1/30/2016,"Harpia, 3, 400",Howler,6:06:27,0:03:33,End,3,Dry,,
Silvy van Kuijk,HARPIA_20160130_061500,1/30/2016,"Harpia, 3, 400",Howler,6:15:00,0:08:30,Start,3,Dry,,
Silvy van Kuijk,HARPIA_20160130_063000,1/30/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160130_064500,1/30/2016,"Harpia, 3, 400",Titi,7:00:00,0:04:05,Start,4,Dry,,"First some burst gobbles, then duet"
Silvy van Kuijk,HARPIA_20160130_070000,1/30/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160130_071500,1/30/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160130_073000,1/30/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160130_074500,1/30/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160130_080000,1/30/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160131_054500,1/31/2016,"Harpia, 3, 400",Howler,5:45:06,0:09:54,End,4,Dry,,
Silvy van Kuijk,HARPIA_20160131_060000,1/31/2016,"Harpia, 3, 400",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,Some woolly vocalizations here and there too
Silvy van Kuijk,HARPIA_20160131_061500,1/31/2016,"Harpia, 3, 400",Howler,6:15:00,0:08:30,Start,3,Dry,,
Silvy van Kuijk,HARPIA_20160131_063000,1/31/2016,"Harpia, 3, 400",None,,,,,Dry,,Really clear woolly 'loud calls'
Silvy van Kuijk,HARPIA_20160131_064500,1/31/2016,"Harpia, 3, 400",Titi,6:48:13,0:05:08,Complete,3,Dry,,24 burst gobbles before duet. Clear woolly calls too!
Silvy van Kuijk,HARPIA_20160131_070000,1/31/2016,"Harpia, 3, 400",Titi,7:00:58,0:07:48,Complete,4,Dry,,Series of 45 burst gobbles!
Silvy van Kuijk,HARPIA_20160131_071500,1/31/2016,"Harpia, 3, 400",Titi,7:15:39,0:00:22,Complete,4,Dry,,Series of 3 burst gobbles
Silvy van Kuijk,HARPIA_20160131_073000,1/31/2016,"Harpia, 3, 400",Titi,7:31:39,0:01:48,Complete,4,Dry,,Series of 4 burst gobbles
Silvy van Kuijk,HARPIA_20160131_074500,1/31/2016,"Harpia, 3, 400",Howler,7:50:07,0:04:43,End,4,Dry,,
Silvy van Kuijk,HARPIA_20160131_080000,1/31/2016,"Harpia, 3, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160128_054500,1/28/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160128_060000,1/28/2016,"Harpia, 8, 200",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20160128_061500,1/28/2016,"Harpia, 8, 200",Howler,6:15:00,0:07:52,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20160128_063000,1/28/2016,"Harpia, 8, 200",Titi,6:33:35,0:01:00,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20160128_064500,1/28/2016,"Harpia, 8, 200",Titi,6:45:00,0:02:07,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20160128_070000,1/28/2016,"Harpia, 8, 200",None,,,,,Dry,,Really distant spider monkey loud calls
Silvy van Kuijk,HARPIA_20160128_071500,1/28/2016,"Harpia, 8, 200",None,,,,,Dry,,Spider monkey calls
Silvy van Kuijk,HARPIA_20160128_073000,1/28/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160128_074500,1/28/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160128_080000,1/28/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160129_054500,1/29/2016,"Harpia, 8, 200",Howler,5:45:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20160129_060000,1/29/2016,"Harpia, 8, 200",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20160129_061500,1/29/2016,"Harpia, 8, 200",Howler,6:15:00,0:04:59,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20160129_063000,1/29/2016,"Harpia, 8, 200",Howler,6:33:56,0:06:04,End,4,Dry,,
Silvy van Kuijk,HARPIA_20160129_064500,1/29/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160129_070000,1/29/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160129_071500,1/29/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160129_073000,1/29/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160129_074500,1/29/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160129_080000,1/29/2016,"Harpia, 8, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160201_054500,2/1/2016,"Harpia, 8, 600",Howler,5:45:00,0:10:00,"Start, End",4,Dry,,"Initially really faint, but howler calls present throughout whole file (can only hear it with noisecanceling headphones on!)"
Silvy van Kuijk,HARPIA_20160201_060000,2/1/2016,"Harpia, 8, 600",Howler,6:00:00,0:03:59,Start,2,Dry,,
Silvy van Kuijk,HARPIA_20160201_060000,2/1/2016,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20160201_061500,2/1/2016,"Harpia, 8, 600",Titi,6:15:08,0:01:18,Complete,2,Dry,,5 short solo calls
Silvy van Kuijk,HARPIA_20160201_063000,2/1/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160201_064500,2/1/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160201_070000,2/1/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160201_071500,2/1/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160201_073000,2/1/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160201_074500,2/1/2016,"Harpia, 8, 600",None,,,,,Dry,,"Weird, at the start of the file I hear these crickets I usually only hear at night."
Silvy van Kuijk,HARPIA_20160201_080000,2/1/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160202_054500,2/2/2016,"Harpia, 8, 600",Howler,5:51:44,0:03:16,End,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_060000,2/2/2016,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20160202_061500,2/2/2016,"Harpia, 8, 600",Howler,6:15:00,0:09:37,"Start, End",1,Dry,,"Definitely some kids 'howling' along here. Listen to those weird cat-like screetches at the start. That's howler kids! In addition, group is calling back and forth with a group at distance 4."
Silvy van Kuijk,HARPIA_20160202_061500,2/2/2016,"Harpia, 8, 600",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,Alternating calls with group at distance 1.
Silvy van Kuijk,HARPIA_20160202_063000,2/2/2016,"Harpia, 8, 600",Howler,6:32:26,0:00:03,Complete,1,Dry,,One short howl by 1 individual
Silvy van Kuijk,HARPIA_20160202_063000,2/2/2016,"Harpia, 8, 600",Howler,6:30:20,0:09:40,End,4,Dry,,
Silvy van Kuijk,HARPIA_20160202_064500,2/2/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160202_070000,2/2/2016,"Harpia, 8, 600",Howler,7:02:01,0:01:38,Complete,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_071500,2/2/2016,"Harpia, 8, 600",None,,,,,Dry,,Spider monkey at 03:57. 05:55 and 06:55
Silvy van Kuijk,HARPIA_20160202_073000,2/2/2016,"Harpia, 8, 600",None,,,,,Dry,,More spider monkey loud calls
Silvy van Kuijk,HARPIA_20160202_074500,2/2/2016,"Harpia, 8, 600",None,,,,,Dry,,More spider monkey loud calls
Silvy van Kuijk,HARPIA_20160202_080000,2/2/2016,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170212_054500,2/12/2017,"Harpia, 1, -50",Howler,5:46:30,0:03:43,End,4,Dry,,Maybe capuchin calls at the every end??
Silvy van Kuijk,HARPIA_20170212_054500,2/12/2017,"Harpia, 1, -50",Howler,5:50:13,0:04:47,End,3,Dry,,Maybe capuchin calls at the every end??
Silvy van Kuijk,HARPIA_20170212_060000,2/12/2017,"Harpia, 1, -50",Howler,6:00:07,0:09:53,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170212_061500,2/12/2017,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20170212_063000,2/12/2017,"Harpia, 1, -50",Howler,6:30:00,6:35:40,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20170212_064500,2/12/2017,"Harpia, 1, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170212_070000,2/12/2017,"Harpia, 1, -50",Howler,7:00:00,0:09:54,"Start, End",4,Dry,,Primates moving through the trees near recorder. Sounds like the slow and deliberate swings of spider monkeys?
Silvy van Kuijk,HARPIA_20170212_071500,2/12/2017,"Harpia, 1, -50",Howler,7:15:00,0:09:49,Start,4,Dry,,Spider monkeys moving through trees nearby
Silvy van Kuijk,HARPIA_20170212_073000,2/12/2017,"Harpia, 1, -50",Howler,7:31:43,0:01:22,Complete,4,Dry,,People walking by recorder. Woolly monkies nearby
Silvy van Kuijk,HARPIA_20170212_074500,2/12/2017,"Harpia, 1, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170212_080000,2/12/2017,"Harpia, 1, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170213_054500,2/13/2017,"Harpia, 1, -50",Howler,5:50:21,0:04:39,End,2,Dry,,
Silvy van Kuijk,HARPIA_20170213_060000,2/13/2017,"Harpia, 1, -50",Howler,6:00:00,0:06:52,Start,2,Dry,,
Silvy van Kuijk,HARPIA_20170213_060000,2/13/2017,"Harpia, 1, -50",Howler,6:05:52,0:04:08,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20170213_061500,2/13/2017,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",2,Dry,,
Silvy van Kuijk,HARPIA_20170213_061500,2/13/2017,"Harpia, 1, -50",Howler,6:18:04,0:06:56,"Start, End",4,Dry,,Start and end of call masked by closer group
Silvy van Kuijk,HARPIA_20170213_063000,2/13/2017,"Harpia, 1, -50",Howler,6:30:00,0:06:09,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20170213_063000,2/13/2017,"Harpia, 1, -50",Howler,6:36:09,0:00:19,Complete,2,Dry,,
Silvy van Kuijk,HARPIA_20170213_063000,2/13/2017,"Harpia, 1, -50",Howler,6:36:28,0:03:32,End,3,Dry,,
Silvy van Kuijk,HARPIA_20170213_064500,2/13/2017,"Harpia, 1, -50",Titi,6:45:00,0:10:00,End,4,Dry,,"Woolies, titis and howlers in 1 recording! Sounds like there might be several groups of titis, but absolutely imposible to tell apart."
Silvy van Kuijk,HARPIA_20170213_064500,2/13/2017,"Harpia, 1, -50",Howler,6:45:00,0:04:06,"Start, End",4,Dry,,"Woolies, titis and howlers in 1 recording! Howlers get masked by a closer group that starts calling."
Silvy van Kuijk,HARPIA_20170213_064500,2/13/2017,"Harpia, 1, -50",Howler,6:49:06,0:05:54,End,3,Dry,,"Woolies, titis and howlers in 1 recording!"
Silvy van Kuijk,HARPIA_20170213_070000,2/13/2017,"Harpia, 1, -50",Howler,7:00:00,0:08:13,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20170213_070000,2/13/2017,"Harpia, 1, -50",Titi,7:04:05,0:05:55,End,3,Dry,,
Silvy van Kuijk,HARPIA_20170213_070000,2/13/2017,"Harpia, 1, -50",Howler,7:05:40,0:00:38,Complete,2,Dry,,
Silvy van Kuijk,HARPIA_20170213_071500,2/13/2017,"Harpia, 1, -50",Titi,7:23:20,0:01:30,Complete,4,Dry,,Group is very far away
Silvy van Kuijk,HARPIA_20170213_073000,2/13/2017,"Harpia, 1, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170213_074500,2/13/2017,"Harpia, 1, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170213_080000,2/13/2017,"Harpia, 1, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170217_054500,2/17/2017,"Harpia, 1, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170217_060000,2/17/2017,"Harpia, 1, 400",Howler,6:04:58,0:05:02,End,3,Dry,,
Silvy van Kuijk,HARPIA_20170217_060000,2/17/2017,"Harpia, 1, 400",Howler,6:01:42,0:03:11,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170217_061500,2/17/2017,"Harpia, 1, 400",Howler,6:15:00,0:09:20,Start,3,Dry,,
Silvy van Kuijk,HARPIA_20170217_063000,2/17/2017,"Harpia, 1, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170217_064500,2/17/2017,"Harpia, 1, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170217_070000,2/17/2017,"Harpia, 1, 400",Titi,7:00:05,0:09:55,Complete,3,Dry,,Two groups burst gobbling back and forth. The group at distance 4 duets too.
Silvy van Kuijk,HARPIA_20170217_070000,2/17/2017,"Harpia, 1, 400",Titi,7:00:57,0:08:48,Complete,4,Dry,,Two groups burst gobbling back and forth. The group at distance 4 duets too.
Silvy van Kuijk,HARPIA_20170217_071500,2/17/2017,"Harpia, 1, 400",Titi,7:15:03,0:09:47,Complete,3,Dry,,Long series of burst gobbles. May continue again in next recording. 
Silvy van Kuijk,HARPIA_20170217_071500,2/17/2017,"Harpia, 1, 400",Titi,7:15:06,0:03:09,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20170217_071500,2/17/2017,"Harpia, 1, 400",Howler,7:15:10,0:07:27,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20170217_073000,2/17/2017,"Harpia, 1, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170217_074500,2/17/2017,"Harpia, 1, 400",Howler,7:46:46,0:08:04,Complete,4,Rain,,
Silvy van Kuijk,HARPIA_20170217_080000,2/17/2017,"Harpia, 1, 400",Howler,8:00:04,0:06:47,Complete,4,Rain,,
Silvy van Kuijk,HARPIA_20170218_054500,2/18/2017,"Harpia, 1, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170218_060000,2/18/2017,"Harpia, 1, 400",Howler,6:07:02,0:02:58,End,4,Rain,,
Silvy van Kuijk,HARPIA_20170218_061500,2/18/2017,"Harpia, 1, 400",Howler,6:15:00,0:10:00,"Start, End",4,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_063000,2/18/2017,"Harpia, 1, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_064500,2/18/2017,"Harpia, 1, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170218_070000,2/18/2017,"Harpia, 1, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_071500,2/18/2017,"Harpia, 1, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_073000,2/18/2017,"Harpia, 1, 400",None,,,,,Drizzle,,Woolly monkey in distance at end of recording.
Silvy van Kuijk,HARPIA_20170218_074500,2/18/2017,"Harpia, 1, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_080000,2/18/2017,"Harpia, 1, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170219_054500,2/19/2017,"Harpia, 1, 400",Howler,5:47:13,0:07:47,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170219_060000,2/19/2017,"Harpia, 1, 400",Howler,6:00:00,0:04:48,Start,1,Dry,,Someone walks by recorder (which has howlers directly above) at 45 seconds.
Silvy van Kuijk,HARPIA_20170219_060000,2/19/2017,"Harpia, 1, 400",Howler,6:04:40,0:05:20,"Start, End",4,Dry,,Someone walks by recorder (which has howlers directly above) at 45 seconds.
Silvy van Kuijk,HARPIA_20170219_061500,2/19/2017,"Harpia, 1, 400",Howler,6:15:00,0:08:03,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20170219_063000,2/19/2017,"Harpia, 1, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170219_064500,2/19/2017,"Harpia, 1, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170219_070000,2/19/2017,"Harpia, 1, 400",Titi,7:00:02,0:03:53,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170219_070000,2/19/2017,"Harpia, 1, 400",Titi,7:03:55,0:02:05,Complete,3,Dry,,
Silvy van Kuijk,HARPIA_20170219_071500,2/19/2017,"Harpia, 1, 400",Titi,7:21:01,0:03:50,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20170219_073000,2/19/2017,"Harpia, 1, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170219_074500,2/19/2017,"Harpia, 1, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170219_080000,2/19/2017,"Harpia, 1, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20170214_054500,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_060000,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_061500,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_063000,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_064500,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_070000,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_071500,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_073000,2/14/2017,"Harpia, 2, 200",Howler,7:32:55,0:07:05,End,4,Rain,Howlers faint under the rain,
Anna Kurtin,HARPIA_20170214_074500,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20170214_080000,2/14/2017,"Harpia, 2, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170215_054500,2/15/2017,"Harpia, 2, 200",Howler,5:48:46,0:06:14,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170215_060000,2/15/2017,"Harpia, 2, 200",Howler,6:00:00,0:01:06,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170215_060000,2/15/2017,"Harpia, 2, 200",Howler,6:01:06,0:07:54,End,2,Dry,,
Silvy van Kuijk,HARPIA_20170215_061500,2/15/2017,"Harpia, 2, 200",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,Spider monkey loud call starting at 6 seconds.
Silvy van Kuijk,HARPIA_20170215_063000,2/15/2017,"Harpia, 2, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170215_064500,2/15/2017,"Harpia, 2, 200",Titi,6:46:30,0:05:12,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20170215_070000,2/15/2017,"Harpia, 2, 200",Titi,7:05:50,0:02:57,Complete,3,Dry,,
Silvy van Kuijk,HARPIA_20170215_071500,2/15/2017,"Harpia, 2, 200",Titi,7:17:33,0:05:42,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20170215_073000,2/15/2017,"Harpia, 2, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170215_074500,2/15/2017,"Harpia, 2, 200",None,,,,,Dry,,Spider monkey loud call at 7 seconds in.
Silvy van Kuijk,HARPIA_20170215_080000,2/15/2017,"Harpia, 2, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170216_054500,2/16/2017,"Harpia, 2, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_060000,2/16/2017,"Harpia, 2, 200",Howler,6:04:36,0:05:24,End,1,Rain,,You can hear soft vocalizations quite some time before loud calls start. Cool!
Silvy van Kuijk,HARPIA_20170216_061500,2/16/2017,"Harpia, 2, 200",Howler,6:15:00,0:10:00,"Start, End",3,Rain,,"Seems likely there are two groups here either alternating or caling simultaneously. Hard to parse out, so created only one record in this database."
Silvy van Kuijk,HARPIA_20170216_063000,2/16/2017,"Harpia, 2, 200",Howler,6:30:00,0:10:00,"Start, End",4,Rain,,
Silvy van Kuijk,HARPIA_20170216_064500,2/16/2017,"Harpia, 2, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_070000,2/16/2017,"Harpia, 2, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_071500,2/16/2017,"Harpia, 2, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_073000,2/16/2017,"Harpia, 2, 200",Titi,7:30:09,0:04:37,Complete,2,Dry,,
Silvy van Kuijk,HARPIA_20170216_073000,2/16/2017,"Harpia, 2, 200",Titi,7:37:28,0:02:14,Complete,4,Dry,,I think there are sakis moving through the trees near the recorder.
Silvy van Kuijk,HARPIA_20170216_074500,2/16/2017,"Harpia, 2, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170216_080000,2/16/2017,"Harpia, 2, 200",Howler,8:07:39,0:00:08,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20170220_054500,2/20/2017,"Harpia, 8, 600",Howler,5:47:40,0:07:20,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170220_060000,2/20/2017,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,Spider monkey loud calls here and there
Silvy van Kuijk,HARPIA_20170220_061500,2/20/2017,"Harpia, 8, 600",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20170220_063000,2/20/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170220_064500,2/20/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170220_070000,2/20/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170220_071500,2/20/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170220_073000,2/20/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170220_074500,2/20/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170220_080000,2/20/2017,"Harpia, 8, 600",Howler,8:00:00,0:04:30,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20170221_054500,2/21/2017,"Harpia, 8, 600",Howler,5:45:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20170221_060000,2/21/2017,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20170221_061500,2/21/2017,"Harpia, 8, 600",Howler,6:15:00,0:09:32,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20170221_063000,2/21/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170221_064500,2/21/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170221_070000,2/21/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170221_071500,2/21/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170221_073000,2/21/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170221_074500,2/21/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170221_080000,2/21/2017,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170222_054500,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170222_060000,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170222_061500,2/22/2017,"Harpia, 9, 800",Howler,6:15:10,0:09:08,Complete,4,Rain,,Not a continuous call but a series of short (1-2 seconds) calls.
Silvy van Kuijk,HARPIA_20170222_063000,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170222_064500,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,Woollies at 5:45
Silvy van Kuijk,HARPIA_20170222_070000,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,Tons of woollie calls
Silvy van Kuijk,HARPIA_20170222_071500,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170222_073000,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170222_074500,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170222_080000,2/22/2017,"Harpia, 9, 800",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20170223_054500,2/23/2017,"Harpia, 9, 800",Howler,5:47:55,0:05:37,End,4,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_054500,2/23/2017,"Harpia, 9, 800",Howler,5:52:18,0:02:42,End,3,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_060000,2/23/2017,"Harpia, 9, 800",Howler,6:00:00,0:10:00,"Start, End",4,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_060000,2/23/2017,"Harpia, 9, 800",Howler,6:00:04,0:05:34,Start,3,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_061500,2/23/2017,"Harpia, 9, 800",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_063000,2/23/2017,"Harpia, 9, 800",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_064500,2/23/2017,"Harpia, 9, 800",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_070000,2/23/2017,"Harpia, 9, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170223_071500,2/23/2017,"Harpia, 9, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170223_073000,2/23/2017,"Harpia, 9, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170223_074500,2/23/2017,"Harpia, 9, 800",Titi,7:38:22,0:01:38,End,4,Dry,,
Silvy van Kuijk,HARPIA_20170223_074500,2/23/2017,"Harpia, 9, 800",Howler,7:30:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20170223_080000,2/23/2017,"Harpia, 9, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20170224_054500,2/24/2017,"Harpia, 9, 800",Howler,5:45:00,0:10:00,"Start, End",4,Dry,,
