Analyst,FileName,Date,RecordingLocation,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,MicUsed,Rain,UndergradComments,SilvyComments
Silvy van Kuijk,HARPIA_20170219_060000,2/19/2017,"Harpia, 1, 400",Howler,6:00:00,0:04:48,Start,1,1,Dry,,Someone walks by recorder (which has howlers directly above) at 45 seconds.
Silvy van Kuijk,HARPIA_20170219_060000,2/19/2017,"Harpia, 1, 400",Howler,6:04:40,0:05:20,"Start, End",4,1,Dry,,Someone walks by recorder (which has howlers directly above) at 45 seconds.
Silvy van Kuijk,HARPIA_20170219_061500,2/19/2017,"Harpia, 1, 400",Howler,6:15:00,0:08:03,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_063000,2/19/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_064500,2/19/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_070000,2/19/2017,"Harpia, 1, 400",Titi,7:00:02,0:03:53,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_070000,2/19/2017,"Harpia, 1, 400",Titi,7:03:55,0:02:05,Complete,3,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_071500,2/19/2017,"Harpia, 1, 400",Titi,7:21:01,0:03:50,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_073000,2/19/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_074500,2/19/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170219_080000,2/19/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20170214_054500,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_060000,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_061500,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_063000,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_064500,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_070000,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_071500,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_073000,2/14/2017,"Harpia, 2, 200",Howler,7:32:55,0:07:05,End,4,1,Rain,Howlers faint under the rain,
Anna Kurtin,HARPIA_20170214_074500,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20170214_080000,2/14/2017,"Harpia, 2, 200",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170215_054500,2/15/2017,"Harpia, 2, 200",Howler,5:48:46,0:06:14,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_060000,2/15/2017,"Harpia, 2, 200",Howler,6:00:00,0:01:06,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_060000,2/15/2017,"Harpia, 2, 200",Howler,6:01:06,0:07:54,End,2,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_061500,2/15/2017,"Harpia, 2, 200",Howler,6:15:00,0:10:00,"Start, End",4,1,Dry,,Spider monkey loud call starting at 6 seconds.
Silvy van Kuijk,HARPIA_20170215_063000,2/15/2017,"Harpia, 2, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_064500,2/15/2017,"Harpia, 2, 200",Titi,6:46:30,0:05:12,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_070000,2/15/2017,"Harpia, 2, 200",Titi,7:05:50,0:02:57,Complete,3,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_071500,2/15/2017,"Harpia, 2, 200",Titi,7:17:33,0:05:42,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_073000,2/15/2017,"Harpia, 2, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170215_074500,2/15/2017,"Harpia, 2, 200",None,,,,,1,Dry,,Spider monkey loud call at 7 seconds in.
Silvy van Kuijk,HARPIA_20170215_080000,2/15/2017,"Harpia, 2, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170216_054500,2/16/2017,"Harpia, 2, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_060000,2/16/2017,"Harpia, 2, 200",Howler,6:04:36,0:05:24,End,1,1,Rain,,You can hear soft vocalizations quite some time before loud calls start. Cool!
Silvy van Kuijk,HARPIA_20170216_061500,2/16/2017,"Harpia, 2, 200",Howler,6:15:00,0:10:00,"Start, End",3,1,Rain,,"Seems likely there are two groups here either alternating or caling simultaneously. Hard to parse out, so created only one record in this database."
Silvy van Kuijk,HARPIA_20170216_063000,2/16/2017,"Harpia, 2, 200",Howler,6:30:00,0:10:00,"Start, End",4,1,Rain,,
Silvy van Kuijk,HARPIA_20170216_064500,2/16/2017,"Harpia, 2, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_070000,2/16/2017,"Harpia, 2, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_071500,2/16/2017,"Harpia, 2, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170216_073000,2/16/2017,"Harpia, 2, 200",Titi,7:30:09,0:04:37,Complete,2,1,Dry,,
Silvy van Kuijk,HARPIA_20170216_073000,2/16/2017,"Harpia, 2, 200",Titi,7:37:28,0:02:14,Complete,4,1,Dry,,I think there are sakis moving through the trees near the recorder.
Silvy van Kuijk,HARPIA_20170216_074500,2/16/2017,"Harpia, 2, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170216_080000,2/16/2017,"Harpia, 2, 200",Howler,8:07:39,0:00:08,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_054500,2/20/2017,"Harpia, 8, 600",Howler,5:47:40,0:07:20,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_060000,2/20/2017,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,Spider monkey loud calls here and there
Silvy van Kuijk,HARPIA_20170220_061500,2/20/2017,"Harpia, 8, 600",Howler,6:15:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_063000,2/20/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_064500,2/20/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_070000,2/20/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_071500,2/20/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_073000,2/20/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_074500,2/20/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170220_080000,2/20/2017,"Harpia, 8, 600",Howler,8:00:00,0:04:30,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_054500,2/21/2017,"Harpia, 8, 600",Howler,5:45:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_060000,2/21/2017,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_061500,2/21/2017,"Harpia, 8, 600",Howler,6:15:00,0:09:32,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_063000,2/21/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_064500,2/21/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_070000,2/21/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_071500,2/21/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_073000,2/21/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_074500,2/21/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170221_080000,2/21/2017,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170222_054500,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170222_060000,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170222_061500,2/22/2017,"Harpia, 9, 800",Howler,6:15:10,0:09:08,Complete,4,1,Rain,,Not a continuous call but a series of short (1-2 seconds) calls.
Silvy van Kuijk,HARPIA_20170222_063000,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170222_064500,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,Woollies at 5:45
Silvy van Kuijk,HARPIA_20170222_070000,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,Tons of woollie calls
Silvy van Kuijk,HARPIA_20170222_071500,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170222_073000,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170222_074500,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170222_080000,2/22/2017,"Harpia, 9, 800",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170223_054500,2/23/2017,"Harpia, 9, 800",Howler,5:47:55,0:05:37,End,4,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_054500,2/23/2017,"Harpia, 9, 800",Howler,5:52:18,0:02:42,End,3,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_060000,2/23/2017,"Harpia, 9, 800",Howler,6:00:00,0:10:00,"Start, End",4,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_060000,2/23/2017,"Harpia, 9, 800",Howler,6:00:04,0:05:34,Start,3,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_061500,2/23/2017,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_063000,2/23/2017,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_064500,2/23/2017,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170223_070000,2/23/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170223_071500,2/23/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170223_073000,2/23/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170223_074500,2/23/2017,"Harpia, 9, 800",Titi,7:53:22,0:01:38,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170223_074500,2/23/2017,"Harpia, 9, 800",Howler,7:45:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170223_080000,2/23/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_054500,2/24/2017,"Harpia, 9, 800",Howler,5:45:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_060000,2/24/2017,"Harpia, 9, 800",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_061500,2/24/2017,"Harpia, 9, 800",Howler,6:15:00,0:07:15,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_063000,2/24/2017,"Harpia, 9, 800",None,,,,,1,Dry,,Woollies moving through trees around recorder
Silvy van Kuijk,HARPIA_20170224_064500,2/24/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_070000,2/24/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_071500,2/24/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_073000,2/24/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_074500,2/24/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170224_080000,2/24/2017,"Harpia, 9, 800",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20140208_054500,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_060000,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_061500,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,HEAVY rain
Silvy van Kuijk,PUMA_20140208_063000,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_064500,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_070000,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_071500,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_073000,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_074500,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140208_080000,2/8/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140209_054500,2/9/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,Cool bird call at 4:25. Trumpeter or something??
Silvy van Kuijk,PUMA_20140209_060000,2/9/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140209_061500,2/9/2014,"Puma, -1, 200",Howler,6:15:00,0:10:00,"Start, End",4,1,Drizzle,,
Silvy van Kuijk,PUMA_20140209_063000,2/9/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140209_064500,2/9/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140209_070000,2/9/2014,"Puma, -1, 200",Titi,7:02:03,0:07:57,End,4,1,Drizzle,,Likely more than 1 group calling - alternating
Silvy van Kuijk,PUMA_20140209_071500,2/9/2014,"Puma, -1, 200",Titi,7:15:00,0:08:36,Start,3,1,Dry,,
Silvy van Kuijk,PUMA_20140209_073000,2/9/2014,"Puma, -1, 200",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20140209_074500,2/9/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140209_080000,2/9/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_054500,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_060000,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_061500,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_063000,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_064500,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_070000,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_071500,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_073000,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_074500,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140210_080000,2/10/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140211_054500,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_060000,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_061500,2/11/2014,"Puma, -1, 200",Howler,6:15:25,0:02:56,Complete,3,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_063000,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_064500,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_070000,2/11/2014,"Puma, -1, 200",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20140211_071500,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_073000,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_074500,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140211_080000,2/11/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_054500,2/12/2014,"Puma, -1, 200",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140212_060000,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_061500,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_063000,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_064500,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_070000,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_071500,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_073000,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_074500,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140212_080000,2/12/2014,"Puma, -1, 200",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140213_054500,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140213_060000,2/13/2014,"Puma, 0,400",Howler,6:00:00,0:10:00,"Start, End",4,2,Dry,,
Silvy van Kuijk,PUMA_20140213_061500,2/13/2014,"Puma, 0,400",Howler,6:15:00,0:10:00,"Start, End",4,2,Dry,,
Silvy van Kuijk,PUMA_20140213_063000,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140213_064500,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140213_070000,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,Thunder at 08:45
Silvy van Kuijk,PUMA_20140213_071500,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140213_073000,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140213_074500,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140213_080000,2/13/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140214_054500,2/14/2014,"Puma, 0,400",Howler,5:51:59,0:03:01,Complete,4,2,Dry,,
Silvy van Kuijk,PUMA_20140214_060000,2/14/2014,"Puma, 0,400",Howler,6:00:00,0:10:00,"Start, End",4,2,Dry,,
Silvy van Kuijk,PUMA_20140214_061500,2/14/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140214_063000,2/14/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140214_064500,2/14/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140214_070000,2/14/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140214_071500,2/14/2014,"Puma, 0,400",Titis,7:15:00,0:07:57,Start,3,2,Dry,,
Silvy van Kuijk,PUMA_20140214_073000,2/14/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140214_074500,2/14/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140214_080000,2/14/2014,"Puma, 0,400",None,,,,,2,Dry,,
Silvy van Kuijk,PUMA_20140205_054500,2/5/2014,"Puma, 6,0",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20140205_060000,2/5/2014,"Puma, 6,0",Howler,6:01:30,0:08:30,End,4,1,Drizzle,,
Silvy van Kuijk,PUMA_20140205_061500,2/5/2014,"Puma, 6,0",Howler,6:15:00,0:10:00,"Start, End",4,1,Drizzle,,
Silvy van Kuijk,PUMA_20140205_063000,2/5/2014,"Puma, 6,0",Titi,6:32:49,0:07:11,End,4,1,Drizzle,,"Really faint, but off and on calling throughout most of recording."
Silvy van Kuijk,PUMA_20140205_063000,2/5/2014,"Puma, 6,0",Titi,6:34:45,0:03:44,Complete,3,1,Drizzle,,
Silvy van Kuijk,PUMA_20140205_064500,2/5/2014,"Puma, 6,0",Titi,6:45:00,0:09:10,Start,4,1,Drizzle,,
Silvy van Kuijk,PUMA_20140205_070000,2/5/2014,"Puma, 6,0",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20140205_071500,2/5/2014,"Puma, 6,0",Titi,7:15:05,0:05:37,Complete,4,1,Drizzle,,
Silvy van Kuijk,PUMA_20140205_073000,2/5/2014,"Puma, 6,0",Titi,7:30:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,PUMA_20140205_074500,2/5/2014,"Puma, 6,0",Titi,7:53:10,0:01:05,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20140205_080000,2/5/2014,"Puma, 6,0",Titi,8:02:49,0:01:51,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20140206_054500,2/6/2014,"Puma, 6,0",Titi,5:48:27,0:03:28,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20140206_054500,2/6/2014,"Puma, 6,0",Howler,5:46:03,0:08:57,End,4,1,Dry,,
Silvy van Kuijk,PUMA_20140206_060000,2/6/2014,"Puma, 6,0",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,"John is at the recorders, naming the birds he hears."
Silvy van Kuijk,PUMA_20140206_061500,2/6/2014,"Puma, 6,0",None,,,,,1,Dry,,Spider monkey at 2:55. There is some soft chatter later on too.
Silvy van Kuijk,PUMA_20140206_063000,2/6/2014,"Puma, 6,0",None,,,,,1,Dry,,Beautiful recording!
Silvy van Kuijk,PUMA_20140206_064500,2/6/2014,"Puma, 6,0",Titi,6:45:08,0:09:52,End,3,1,Dry,,
Silvy van Kuijk,PUMA_20140206_070000,2/6/2014,"Puma, 6,0",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20140206_071500,2/6/2014,"Puma, 6,0",Titi,7:15:00,0:01:26,Start,4,1,Dry,,Distant duet. I also hear two short burst gobbles. Start time 07:24:42. Duration 00:00:08. Complete. Distance 4.
Silvy van Kuijk,PUMA_20140206_073000,2/6/2014,"Puma, 6,0",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20140206_074500,2/6/2014,"Puma, 6,0",None,,,,,1,Dry,,Heavy thunder
Silvy van Kuijk,PUMA_20140206_080000,2/6/2014,"Puma, 6,0",None,,,,,1,Dry,,Someone moving around near recorder.
Silvy van Kuijk,PUMA_20140207_054500,2/7/2014,"Puma, 6,0",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20140207_060000,2/7/2014,"Puma, 6,0",None,,,,4,1,Dry,,
Silvy van Kuijk,PUMA_20140207_061500,2/7/2014,"Puma, 6,0",Howler,6:15:00,0:04:04,Start,4,1,Dry,,
Silvy van Kuijk,PUMA_20140207_061500,2/7/2014,"Puma, 6,0",Titi,6:19:04,0:05:46,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20140207_063000,2/7/2014,"Puma, 6,0",Titi,6:30:03,0:02:55,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20140207_064500,2/7/2014,"Puma, 6,0",Titi,6:45:00,0:09:54,Start,4,1,Dry,,
Silvy van Kuijk,PUMA_20140207_070000,2/7/2014,"Puma, 6,0",None,,,,,1,Dry,,Clear spider monkey calls (looks a bit like titi calls).
Silvy van Kuijk,PUMA_20140207_071500,2/7/2014,"Puma, 6,0",Titi,7:15:00,0:03:24,Start,4,1,Dry,,
Silvy van Kuijk,PUMA_20140207_073000,2/7/2014,"Puma, 6,0",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20140207_074500,2/7/2014,"Puma, 6,0",Titi,7:50:00,0:01:34,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20140207_074500,2/7/2014,"Puma, 6,0",Titi,7:52:29,0:02:31,End,2,1,Dry,,
Silvy van Kuijk,PUMA_20140207_080000,2/7/2014,"Puma, 6,0",Titi,8:01:22,0:05:48,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20150214_054500,2/14/2015,"Puma, -2,400",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20150214_060000,2/14/2015,"Puma, -2,400",None,,,,,1,Rain,,
Silvy van Kuijk,PUMA_20150214_061500,2/14/2015,"Puma, -2,400",Howler,6:16:06,0:06:52,Complete,4,1,Drizzle,,
Silvy van Kuijk,PUMA_20150214_063000,2/14/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150214_064500,2/14/2015,"Puma, -2,400",Howler,6:45:05,0:09:55,End,4,1,Drizzle,,
Silvy van Kuijk,PUMA_20150214_070000,2/14/2015,"Puma, -2,400",Howler,7:00:07,0:00:45,Complete,4,1,Dry,,
Silvy van Kuijk,PUMA_20150214_071500,2/14/2015,"Puma, -2,400",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20150214_073000,2/14/2015,"Puma, -2,400",Howler,7:30:00,0:08:07,Start,4,1,Dry,,
Silvy van Kuijk,PUMA_20150214_074500,2/14/2015,"Puma, -2,400",None,,,,,1,Dry,,"Lots of stuff (fuirts? flowers?) falling from tree, but seemingly dry."
Silvy van Kuijk,PUMA_20150214_080000,2/14/2015,"Puma, -2,400",None,,,,,1,Dry,,
Silvy van Kuijk,PUMA_20150215_054500,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_060000,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_061500,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_063000,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_064500,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_070000,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_071500,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_073000,2/15/2015,"Puma, -2,400",None,,,,,1,Drizzle,,
Silvy van Kuijk,PUMA_20150215_074500,2/15/2015,"Puma, -2,400",Howler,7:46:51,0:01:23,Complete,2,1,Drizzle,,
